seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr2	158485085	158485270	186	*	X01833	130399	158383279	158485399	102121	-	0	inside	128	ACVR1C
chr2	158732729	158732767	39	*	X01834	90	158592958	158732374	139417	-	354	upstream	354	ACVR1
chr2	159314357	159314849	493	*	X01835	130940	159027869	159313265	285397	-	1091	upstream	1091	CCDC148
chr2	159825056	159825211	156	*	X01836	85461	159825146	160089170	264025	+	0	overlapStart	0	TANC1
chr2	160142954	160142984	31	*	X01839	151525	160092304	160143236	50933	-	0	inside	251	WDSUB1
chr2	160568704	160568826	123	*	X01840	29994	160175490	160568946	393457	-	0	inside	119	BAZ2B
chr2	160568704	160568826	123	*	X01840	64844	160569010	160625084	56075	+	183	upstream	183	MARCHF7
chr2	160568843	160569322	480	*	X01841	29994	160175490	160568946	393457	-	0	overlapStart	0	BAZ2B
chr2	160568843	160569322	480	*	X01841	64844	160569010	160625084	56075	+	0	overlapStart	0	MARCHF7
chr2	160569373	160569387	15	*	X01842	29994	160175490	160568946	393457	-	426	upstream	426	BAZ2B
chr2	162164709	162165293	585	*	X01844	10213	162164786	162268228	103443	+	0	overlapStart	0	PSMD14
chr2	162270769	162270855	87	*	X01845	10716	162272620	162281573	8954	+	1764	upstream	1764	TBR1
chr2	162270871	162271041	171	*	X01846	10716	162272620	162281573	8954	+	1578	upstream	1578	TBR1
chr2	163200816	163200830	15	*	X01849	25801	163200583	163219148	18566	+	0	inside	232	GCA
chr2	164592593	164592611	19	*	X01853	55137	164464118	164592513	128396	-	79	upstream	79	FIGN
chr2	164592642	164592862	221	*	X01854	55137	164464118	164592513	128396	-	128	upstream	128	FIGN
chr2	166810253	166810340	88	*	X01855	79809	166713986	166810348	96363	-	0	inside	7	TTC21B
chr2	166810428	166810465	38	*	X01856	79809	166713986	166810348	96363	-	79	upstream	79	TTC21B
chr2	166810487	166810498	12	*	X01857	79809	166713986	166810348	96363	-	138	upstream	138	TTC21B
chr2	166810770	166810781	12	*	X01858	79809	166713986	166810348	96363	-	421	upstream	421	TTC21B
chr2	169312927	169312960	34	*	X01861	253782	169312759	169631644	318886	+	0	inside	167	CERS6
chr2	169313052	169313293	242	*	X01862	253782	169312759	169631644	318886	+	0	inside	292	CERS6
chr2	170335951	170336021	71	*	X01863	10324	170336006	170382772	46767	+	0	overlapStart	0	KLHL41
chr2	170335951	170336021	71	*	X01863	129880	170336006	170363165	27160	+	0	overlapStart	0	BBS5
chr2	170440600	170440674	75	*	X01864	9360	170440850	170494254	53405	+	175	upstream	175	PPIG
chr2	170550939	170551253	315	*	X01865	100526832	170550964	170608396	57433	+	0	overlapStart	0	PHOSPHO2-KLHL23
chr2	170550939	170551253	315	*	X01865	129881	170501935	170550931	48997	-	7	upstream	7	CCDC173
chr2	170550939	170551253	315	*	X01865	493911	170550964	170558218	7255	+	0	overlapStart	0	PHOSPHO2
chr2	170589954	170589975	22	*	X01866	151230	170590356	170608396	18041	+	380	upstream	380	KLHL23
chr2	170590138	170590151	14	*	X01867	151230	170590356	170608396	18041	+	204	upstream	204	KLHL23
chr2	170590279	170590327	49	*	X01868	151230	170590356	170608396	18041	+	28	upstream	28	KLHL23
chr2	170655381	170655594	214	*	X01869	6741	170655322	170668571	13250	+	0	inside	58	SSB
chr2	170681306	170681527	222	*	X01870	29081	170668268	170681420	13153	-	0	overlapStart	0	METTL5
chr2	171627164	171627348	185	*	X01871	100505695	171627604	171634757	7154	+	255	upstream	255	NA
chr2	171627520	171627541	22	*	X01872	100505695	171627604	171634757	7154	+	62	upstream	62	NA
chr2	171627605	171627740	136	*	X01873	100505695	171627604	171634757	7154	+	0	inside	0	NA
chr2	172290731	172290926	196	*	X01876	80067	172290727	172341562	50836	+	0	inside	3	DCAF17
chr2	172290963	172291277	315	*	X01877	79828	172173913	172291312	117400	-	0	inside	34	METTL8
chr2	172290963	172291277	315	*	X01877	80067	172290727	172341562	50836	+	0	inside	235	DCAF17
chr2	172864618	172865093	476	*	X01878	254042	172864804	172945587	80784	+	0	overlapStart	0	METAP1D
chr2	172949549	172949595	47	*	X01879	1745	172950208	172954401	4194	+	612	upstream	612	DLX1
chr2	172949655	172949665	11	*	X01880	1745	172950208	172954401	4194	+	542	upstream	542	DLX1
chr2	172967283	172967295	13	*	X01881	1746	172964166	172967478	3313	-	0	inside	182	DLX2
chr2	172967360	172967378	19	*	X01882	1746	172964166	172967478	3313	-	0	inside	99	DLX2
chr2	172967486	172967497	12	*	X01883	1746	172964166	172967478	3313	-	7	upstream	7	DLX2
chr2	173292306	173292410	105	*	X01885	3655	173292082	173371181	79100	+	0	inside	223	ITGA6
chr2	173940474	173940666	193	*	X01887	51776	173940565	174132737	192173	+	0	overlapStart	0	MAP3K20
chr2	175113198	175113276	79	*	X01888	29789	174937175	175113365	176191	-	0	inside	88	OLA1
chr2	176046263	176046488	226	*	X01889	518	176040986	176046490	5505	-	0	inside	1	ATP5MC3
chr2	176994274	176994475	202	*	X01892	3234	176994422	176997423	3002	+	0	overlapStart	0	HOXD8
chr2	177053467	177053502	36	*	X01894	3231	177053307	177055635	2329	+	0	inside	159	HOXD1
chr2	177053467	177053502	36	*	X01894	401022	177037924	177053686	15763	-	0	inside	183	HAGLR
chr2	177053843	177053854	12	*	X01895	401022	177037924	177053686	15763	-	156	upstream	156	HAGLR
chr2	177134136	177134278	143	*	X01896	10651	177134123	177202753	68631	+	0	inside	12	MTX2
chr2	177503025	177503053	29	*	X01897	375295	177494309	177502302	7994	-	722	upstream	722	LINC01116
chr2	178417410	178417442	33	*	X01900	150737	178414881	178417524	2644	-	0	inside	81	TTC30B
chr2	178483426	178483517	92	*	X01901	92104	178479026	178483694	4669	-	0	inside	176	TTC30A
chr2	178483612	178483864	253	*	X01902	92104	178479026	178483694	4669	-	0	overlapStart	0	TTC30A
chr2	178976945	178976965	21	*	X01906	129831	178977182	178994382	17201	+	216	upstream	216	RBM45
chr2	178977101	178977305	205	*	X01907	129831	178977182	178994382	17201	+	0	overlapStart	0	RBM45
chr2	179315788	179315870	83	*	X01912	494513	179316163	179326110	9948	+	292	upstream	292	PJVK
chr2	179315788	179315870	83	*	X01912	8575	179296141	179315958	19818	-	0	inside	87	PRKRA
chr2	179345142	179345301	160	*	X01913	51661	179328391	179343355	14965	-	1786	upstream	1786	FKBP7
chr2	179345142	179345301	160	*	X01913	65977	179345199	179369782	24584	+	0	overlapStart	0	PLEKHA3
chr2	179345320	179345338	19	*	X01914	51661	179328391	179343355	14965	-	1964	upstream	1964	FKBP7
chr2	179345320	179345338	19	*	X01914	65977	179345199	179369782	24584	+	0	inside	120	PLEKHA3
chr2	182756765	182756815	51	*	X01918	6744	182756472	182795464	38993	+	0	inside	292	ITPRID2
chr2	183580727	183581150	424	*	X01922	54431	183580768	183644750	63983	+	0	overlapStart	0	DNAJC10
chr2	187350689	187350701	13	*	X01925	55854	187350885	187374087	23203	+	183	upstream	183	ZC3H15
chr2	187350823	187351082	260	*	X01926	55854	187350885	187374087	23203	+	0	overlapStart	0	ZC3H15
chr2	187454527	187454557	31	*	X01927	3685	187454790	187545629	90840	+	232	upstream	232	ITGAV
chr2	187454579	187454622	44	*	X01928	3685	187454790	187545629	90840	+	167	upstream	167	ITGAV
chr2	187454737	187454802	66	*	X01929	3685	187454790	187545629	90840	+	0	overlapStart	0	ITGAV
chr2	187454860	187454909	50	*	X01930	3685	187454790	187545629	90840	+	0	inside	69	ITGAV
chr2	190306164	190306328	165	*	X01931	84128	190306159	190340264	34106	+	0	inside	4	WDR75
chr2	190648958	190648989	32	*	X01933	5378	190648811	190742355	93545	+	0	inside	146	PMS1
chr2	190648958	190648989	32	*	X01933	94101	190634993	190649097	14105	-	0	inside	107	ORMDL1
chr2	190649336	190649402	67	*	X01934	94101	190634993	190649097	14105	-	238	upstream	238	ORMDL1
chr2	191184526	191184547	22	*	X01935	26275	191069360	191184771	115412	-	0	inside	223	HIBCH
chr2	191399153	191399252	100	*	X01936	100131211	191371619	191399468	27850	-	0	inside	215	NEMP2
chr2	191399266	191399406	141	*	X01937	100131211	191371619	191399468	27850	-	0	inside	61	NEMP2
chr2	191514124	191514137	14	*	X01938	4664	191513848	191557492	43645	+	0	inside	275	NAB1
chr2	191745554	191745694	141	*	X01941	2744	191745547	191830270	84724	+	0	inside	6	GLS
chr2	191878707	191879144	438	*	X01945	6772	191833762	191878976	45215	-	0	overlapStart	0	STAT1
chr2	192110182	192110280	99	*	X01948	4430	192110107	192290115	180009	+	0	inside	74	MYO1B
chr2	192542813	192543025	213	*	X01950	64859	192542798	192553248	10451	+	0	inside	14	NABP1
chr2	196521666	196521725	60	*	X01951	57181	196521532	196602426	80895	+	0	inside	133	SLC39A10
chr2	197504452	197504483	32	*	X01955	284992	197504356	197597530	93175	+	0	inside	95	CCDC150
chr2	197504500	197504559	60	*	X01956	284992	197504356	197597530	93175	+	0	inside	143	CCDC150
chr2	197664223	197664670	448	*	X01957	9330	197627756	197664492	36737	-	0	overlapStart	0	GTF3C3
chr2	198175281	198175383	103	*	X01960	91526	197831741	198175521	343781	-	0	inside	137	ANKRD44
chr2	198299621	198299772	152	*	X01961	23451	198256698	198299771	43074	-	0	overlapStart	0	SF3B1
chr2	198318293	198318418	126	*	X01962	80219	198318231	198339851	21621	+	0	inside	61	COQ10B
chr2	198364408	198364911	504	*	X01963	100529241	198364721	198418423	53703	+	0	overlapStart	0	HSPE1-MOB4
chr2	198364408	198364911	504	*	X01963	3329	198351308	198364998	13691	-	0	inside	86	HSPD1
chr2	198364408	198364911	504	*	X01963	3336	198364721	198368187	3467	+	0	overlapStart	0	HSPE1
chr2	198380466	198380942	477	*	X01964	25843	198380295	198418423	38129	+	0	inside	170	MOB4
chr2	198570012	198570052	41	*	X01965	92935	198570028	198573114	3087	+	0	overlapStart	0	MARS2
chr2	198570109	198570296	188	*	X01966	92935	198570028	198573114	3087	+	0	inside	80	MARS2
chr2	200820102	200820629	528	*	X01968	129450	200793634	200820459	26826	-	0	overlapStart	0	TYW5
chr2	200820102	200820629	528	*	X01968	79568	200820040	200828847	8808	+	0	inside	61	MAIP1
chr2	201374579	201374645	67	*	X01969	130535	201353684	201374792	21109	-	0	inside	146	KCTD18
chr2	201374736	201374871	136	*	X01970	130535	201353684	201374792	21109	-	0	overlapStart	0	KCTD18
chr2	201390924	201391068	145	*	X01971	151246	201390865	201448818	57954	+	0	inside	58	SGO2
chr2	201729250	201729580	331	*	X01976	1195	201717732	201729467	11736	-	0	overlapStart	0	CLK1
chr2	201753796	201754224	429	*	X01977	53938	201735679	201753849	18171	-	0	overlapStart	0	PPIL3
chr2	201753796	201754224	429	*	X01977	60491	201754050	201768655	14606	+	0	overlapStart	0	NIF3L1
chr2	201936355	201936826	472	*	X01978	285172	201838441	201936392	97952	-	0	overlapStart	0	FAM126B
chr2	201936355	201936826	472	*	X01978	4709	201936462	201950473	14012	+	0	overlapStart	0	NDUFB3
chr2	202316300	202316315	16	*	X01979	55437	202316392	202345574	29183	+	76	upstream	76	STRADB
chr2	202316300	202316315	16	*	X01979	66008	202241930	202316319	74390	-	0	inside	3	TRAK2
chr2	202316863	202316945	83	*	X01980	66008	202241930	202316319	74390	-	543	upstream	543	TRAK2
chr2	202645549	202645715	167	*	X01982	57679	202564986	202645895	80910	-	0	inside	179	ALS2
chr2	202899178	202899218	41	*	X01983	8324	202899310	202903160	3851	+	91	upstream	91	FZD7
chr2	203499267	203499653	387	*	X01985	150864	203499901	203634480	134580	+	247	upstream	247	FAM117B
chr2	203499675	203499717	43	*	X01986	150864	203499901	203634480	134580	+	183	upstream	183	FAM117B
chr2	203499733	203499785	53	*	X01987	150864	203499901	203634480	134580	+	115	upstream	115	FAM117B
chr2	203499955	203499967	13	*	X01988	150864	203499901	203634480	134580	+	0	inside	53	FAM117B
chr2	203500064	203500081	18	*	X01989	150864	203499901	203634480	134580	+	0	inside	162	FAM117B
chr2	203736106	203736140	35	*	X01990	130026	203637873	203736371	98499	-	0	inside	230	ICA1L
chr2	203776958	203777072	115	*	X01991	55759	203745323	203776949	31627	-	8	upstream	8	WDR12
chr2	203776958	203777072	115	*	X01991	79800	203776978	203851060	74083	+	0	overlapStart	0	CARF
chr2	203777418	203777457	40	*	X01992	55759	203745323	203776949	31627	-	468	upstream	468	WDR12
chr2	204192896	204192993	98	*	X01994	10152	204193003	204296892	103890	+	9	upstream	9	ABI2
chr2	204193031	204193051	21	*	X01995	10152	204193003	204296892	103890	+	0	inside	27	ABI2
chr2	204193098	204193108	11	*	X01996	10152	204193003	204296892	103890	+	0	inside	94	ABI2
chr2	206950277	206950752	476	*	X01998	54891	206858445	206950906	92462	-	0	inside	153	INO80D
chr2	208394671	208394813	143	*	X01999	1385	208394616	208470284	75669	+	0	inside	54	CREB1
chr2	208489988	208490041	54	*	X02001	151194	208446077	208490065	43989	-	0	inside	23	METTL21A
chr2	208890071	208890516	446	*	X02003	389072	208686012	208890284	204273	-	0	overlapStart	0	PLEKHM3
chr2	209130634	209130668	35	*	X02004	200576	209130991	209223475	92485	+	322	upstream	322	PIKFYVE
chr2	209130690	209130788	99	*	X02005	200576	209130991	209223475	92485	+	202	upstream	202	PIKFYVE
chr2	209130818	209130949	132	*	X02006	200576	209130991	209223475	92485	+	41	upstream	41	PIKFYVE
chr2	209130966	209131013	48	*	X02007	200576	209130991	209223475	92485	+	0	overlapStart	0	PIKFYVE
chr2	210288601	210288793	193	*	X02008	4133	210288771	210598834	310064	+	0	overlapStart	0	MAP2
chr2	214016271	214016766	496	*	X02010	22807	213864411	214016333	151923	-	0	overlapStart	0	IKZF2
chr2	214016786	214017048	263	*	X02011	22807	213864411	214016333	151923	-	452	upstream	452	IKZF2
chr2	214148965	214149409	445	*	X02012	100130451	214141277	214148929	7653	-	35	upstream	35	SPAG16-DT
chr2	214148965	214149409	445	*	X02012	79582	214149103	215275225	1126123	+	0	overlapStart	0	SPAG16
chr2	214149433	214149500	68	*	X02013	100130451	214141277	214148929	7653	-	503	upstream	503	SPAG16-DT
chr2	216176581	216176653	73	*	X02014	471	216176679	216214496	37818	+	25	upstream	25	ATIC
chr2	216176667	216176932	266	*	X02015	471	216176679	216214496	37818	+	0	overlapStart	0	ATIC
chr2	216176946	216176976	31	*	X02016	471	216176679	216214496	37818	+	0	inside	266	ATIC
chr2	216300688	216300715	28	*	X02018	2335	216225179	216300791	75613	-	0	inside	75	FN1
chr2	216974115	216974164	50	*	X02019	7520	216974020	217071016	96997	+	0	inside	94	XRCC5
chr2	217236948	217237206	259	*	X02020	57574	217122585	217236750	114166	-	197	upstream	197	MARCHF4
chr2	217277044	217277055	12	*	X02021	50485	217277137	217347774	70638	+	81	upstream	81	SMARCAL1
chr2	217363392	217363747	356	*	X02022	6168	217363520	217366188	2669	+	0	overlapStart	0	RPL37A
chr2	219081747	219081789	43	*	X02024	10109	219081817	219119071	37255	+	27	upstream	27	ARPC2
chr2	219081815	219081838	24	*	X02025	10109	219081817	219119071	37255	+	0	overlapStart	0	ARPC2
chr2	219081872	219081939	68	*	X02026	10109	219081817	219119071	37255	+	0	inside	54	ARPC2
chr2	219135246	219135261	16	*	X02027	14	219128852	219134893	6042	-	352	upstream	352	AAMP
chr2	219135246	219135261	16	*	X02027	25953	219135115	219211516	76402	+	0	inside	130	PNKD
chr2	219135549	219135564	16	*	X02028	14	219128852	219134893	6042	-	655	upstream	655	AAMP
chr2	219157186	219157220	35	*	X02029	64114	219138917	219157280	18364	-	0	inside	59	TMBIM1
chr2	219432991	219433065	75	*	X02030	57695	219314974	219433084	118111	-	0	inside	18	USP37
chr2	219432991	219433065	75	*	X02030	9125	219433303	219461158	27856	+	237	upstream	237	CNOT9
chr2	219433089	219433124	36	*	X02031	57695	219314974	219433084	118111	-	4	upstream	4	USP37
chr2	219433089	219433124	36	*	X02031	9125	219433303	219461158	27856	+	178	upstream	178	CNOT9
chr2	219524341	219524446	106	*	X02032	617	219524379	219528166	3788	+	0	overlapStart	0	BCS1L
chr2	219524341	219524446	106	*	X02032	7701	219502640	219524355	21716	-	0	overlapStart	0	ZNF142
chr2	219575531	219575743	213	*	X02033	9654	219575568	219620138	44571	+	0	overlapStart	0	TTLL4
chr2	220042762	220043083	322	*	X02039	27013	220036619	220042732	6114	-	29	upstream	29	CNPPD1
chr2	220042762	220043083	322	*	X02039	79137	220042939	220050197	7259	+	0	overlapStart	0	RETREG2
chr2	220071301	220071363	63	*	X02040	130617	220071506	220074373	2868	+	142	upstream	142	ZFAND2B
chr2	220071381	220071399	19	*	X02041	130617	220071506	220074373	2868	+	106	upstream	106	ZFAND2B
chr2	220071412	220071452	41	*	X02042	130617	220071506	220074373	2868	+	53	upstream	53	ZFAND2B
chr2	220144064	220144273	210	*	X02043	3300	220144040	220151622	7583	+	0	inside	23	DNAJB2
chr2	220362522	220362800	279	*	X02045	29926	220363587	220371718	8132	+	786	upstream	786	GMPPA
chr2	220408425	220408455	31	*	X02046	130612	220408385	220415317	6933	+	0	inside	39	TMEM198
chr2	220408425	220408455	31	*	X02046	79586	220403669	220408487	4819	-	0	inside	31	CHPF
chr2	220435324	220435485	162	*	X02047	3623	220436954	220440435	3482	+	1468	upstream	1468	INHA
chr2	220462333	220462381	49	*	X02048	114790	220462596	220481173	18578	+	214	upstream	214	STK11IP
chr2	220462441	220462479	39	*	X02049	114790	220462596	220481173	18578	+	116	upstream	116	STK11IP
chr2	224809856	224810229	374	*	X02050	57590	224740065	224810052	69988	-	0	overlapStart	0	WDFY1
chr2	224821916	224822414	499	*	X02051	65080	224822121	224832431	10311	+	0	overlapStart	0	MRPL44
chr2	225449963	225450017	55	*	X02052	8452	225334867	225450114	115248	-	0	inside	96	CUL3
chr2	225450030	225450076	47	*	X02053	8452	225334867	225450114	115248	-	0	inside	37	CUL3
chr2	225450098	225450128	31	*	X02054	8452	225334867	225450114	115248	-	0	overlapStart	0	CUL3
chr2	225450199	225450215	17	*	X02055	8452	225334867	225450114	115248	-	84	upstream	84	CUL3
chr2	227700532	227700929	398	*	X02057	84236	227700671	227863923	163253	+	0	overlapStart	0	RHBDD1
chr2	228189821	228190243	423	*	X02058	56947	228189867	228222552	32686	+	0	overlapStart	0	MFF
chr2	228189821	228190243	423	*	X02058	654841	228085768	228189902	104135	-	0	overlapStart	0	MFF-DT
chr2	228190283	228190320	38	*	X02059	654841	228085768	228189902	104135	-	380	upstream	380	MFF-DT
chr2	230786644	230787034	391	*	X02061	130888	230787207	230948016	160810	+	172	upstream	172	FBXO36
chr2	230786644	230787034	391	*	X02061	9320	230631930	230786655	154726	-	0	overlapStart	0	TRIP12
chr2	231577543	231577626	84	*	X02062	51719	231577557	231685790	108234	+	0	overlapStart	0	CAB39
chr2	231577640	231577654	15	*	X02063	51719	231577557	231685790	108234	+	0	inside	82	CAB39
chr2	231729636	231729711	76	*	X02064	81618	231729621	231743963	14343	+	0	inside	14	ITM2C
chr2	231921262	231921267	6	*	X02067	5707	231921578	232037540	115963	+	310	upstream	310	PSMD1
chr2	231921310	231921337	28	*	X02068	5707	231921578	232037540	115963	+	240	upstream	240	PSMD1
chr2	232328895	232328952	58	*	X02070	4691	232319459	232329205	9747	-	0	inside	252	NCL
chr2	232328971	232329248	278	*	X02071	4691	232319459	232329205	9747	-	0	overlapStart	0	NCL
chr2	232826234	232826269	36	*	X02077	129563	232826293	233208678	382386	+	23	upstream	23	DIS3L2
chr2	232826290	232826301	12	*	X02078	129563	232826293	233208678	382386	+	0	overlapStart	0	DIS3L2
chr2	232826385	232826399	15	*	X02079	129563	232826293	233208678	382386	+	0	inside	91	DIS3L2
chr2	232826441	232826482	42	*	X02080	129563	232826293	233208678	382386	+	0	inside	147	DIS3L2
chr2	233251234	233251525	292	*	X02081	347694	233250460	233251754	1295	-	0	inside	228	ECEL1P2
chr2	233415099	233415567	469	*	X02082	200765	233412779	233415283	2505	-	0	overlapStart	0	TIGD1
chr2	233415099	233415567	469	*	X02082	9470	233415357	233448349	32993	+	0	overlapStart	0	EIF4E2
chr2	233562016	233562053	38	*	X02084	26058	233562015	233725289	163275	+	0	inside	0	GIGYF2
chr2	233562075	233562093	19	*	X02085	26058	233562015	233725289	163275	+	0	inside	59	GIGYF2
chr2	233562108	233562119	12	*	X02086	26058	233562015	233725289	163275	+	0	inside	92	GIGYF2
chr2	234160257	234160282	26	*	X02090	55054	234160217	234204320	44104	+	0	inside	39	ATG16L1
chr2	234160404	234160481	78	*	X02091	55054	234160217	234204320	44104	+	0	inside	186	ATG16L1
chr2	234475142	234475541	400	*	X02092	55230	234384165	234475428	91264	-	0	overlapStart	0	USP40
chr2	234763149	234763186	38	*	X02094	55355	234745486	234763212	17727	-	0	inside	25	HJURP
chr2	234776911	234777038	128	*	X02095	151507	234774090	234777055	2966	-	0	inside	16	MSL3P1
chr2	234777190	234777215	26	*	X02096	151507	234774090	234777055	2966	-	134	upstream	134	MSL3P1
chr2	236402641	236402733	93	*	X02099	116987	236402733	237040444	637712	+	0	overlapStart	0	AGAP1
chr2	236402764	236402813	50	*	X02100	116987	236402733	237040444	637712	+	0	inside	30	AGAP1
chr2	238875572	238875714	143	*	X02106	100533179	238875587	239008054	132468	+	0	overlapStart	0	UBE2F-SCLY
chr2	238875572	238875714	143	*	X02106	140739	238875587	238951423	75837	+	0	overlapStart	0	UBE2F
chr2	239228888	239229218	331	*	X02108	26146	239229185	239309541	80357	+	0	overlapStart	0	TRAF3IP1
chr2	239335698	239335759	62	*	X02109	51665	239335626	239360891	25266	+	0	inside	71	ASB1
chr2	240323110	240323577	468	*	X02111	9759	239969864	240323346	353483	-	0	overlapStart	0	HDAC4
chr2	240964718	240964972	255	*	X02112	4705	240896789	240964819	68031	-	0	overlapStart	0	NDUFA10
chr2	241075628	241075775	148	*	X02113	150678	241065980	241075764	9785	-	0	overlapStart	0	COPS9
chr2	241499572	241499687	116	*	X02114	285193	241499471	241503431	3961	+	0	inside	100	DUSP28
chr2	241499740	241499839	100	*	X02115	285193	241499471	241503431	3961	+	0	inside	268	DUSP28
chr2	241506131	241506166	36	*	X02116	57140	241508004	241518149	10146	+	1837	upstream	1837	RNPEPL1
chr2	241525643	241525668	26	*	X02117	11132	241526133	241557122	30990	+	464	upstream	464	CAPN10
chr2	241525701	241525754	54	*	X02118	11132	241526133	241557122	30990	+	378	upstream	378	CAPN10
chr2	242041550	242042037	488	*	X02119	130916	242034545	242041747	7203	-	0	overlapStart	0	MTERF4
chr2	242254474	242254651	178	*	X02120	4735	242254723	242293441	38719	+	71	upstream	71	SEPTIN2
chr2	242254742	242254828	87	*	X02121	3069	242166682	242255115	88434	-	0	inside	286	HDLBP
chr2	242254742	242254828	87	*	X02121	4735	242254723	242293441	38719	+	0	inside	18	SEPTIN2
chr2	242295760	242295777	18	*	X02122	9855	242295664	242434256	138593	+	0	inside	95	FARP2
chr2	242295793	242295810	18	*	X02123	9855	242295664	242434256	138593	+	0	inside	128	FARP2
chr2	242498935	242499132	198	*	X02131	100379249	242483801	242498558	14758	-	376	upstream	376	BOK-AS1
chr2	242576561	242576572	12	*	X02132	23192	242577027	242613271	36245	+	454	upstream	454	ATG4B
chr2	242576561	242576572	12	*	X02132	51078	242523820	242576725	52906	-	0	inside	152	THAP4
chr2	242576655	242576773	119	*	X02133	23192	242577027	242613271	36245	+	253	upstream	253	ATG4B
chr2	242576655	242576773	119	*	X02133	51078	242523820	242576725	52906	-	0	overlapStart	0	THAP4
chr2	242576883	242576893	11	*	X02134	23192	242577027	242613271	36245	+	133	upstream	133	ATG4B
chr2	242576883	242576893	11	*	X02134	51078	242523820	242576725	52906	-	157	upstream	157	THAP4
chr2	242576929	242577138	210	*	X02135	23192	242577027	242613271	36245	+	0	overlapStart	0	ATG4B
chr2	242576929	242577138	210	*	X02135	51078	242523820	242576725	52906	-	203	upstream	203	THAP4
chr2	242577464	242577482	19	*	X02136	51078	242523820	242576725	52906	-	738	upstream	738	THAP4
chr2	242626152	242626171	20	*	X02137	1841	242615157	242626383	11227	-	0	inside	211	DTYMK
chr2	242626186	242626254	69	*	X02138	1841	242615157	242626383	11227	-	0	inside	128	DTYMK
chr2	242626331	242626556	226	*	X02139	1841	242615157	242626383	11227	-	0	overlapStart	0	DTYMK
chr2	242673836	242673934	99	*	X02140	728294	242674030	242708231	34202	+	95	upstream	95	D2HGDH
chr2	242674007	242674500	494	*	X02141	728294	242674030	242708231	34202	+	0	overlapStart	0	D2HGDH
chr2	243030501	243030703	203	*	X02147	728323	243030844	243102469	71626	+	140	upstream	140	LINC01881
chr2	243030765	243030892	128	*	X02148	728323	243030844	243102469	71626	+	0	overlapStart	0	LINC01881
chr2	243030943	243030959	17	*	X02149	728323	243030844	243102469	71626	+	0	inside	98	LINC01881
chr3	3221187	3221582	396	*	X02150	51185	3191317	3221401	30085	-	0	overlapStart	0	CRBN
chr3	4508704	4509058	355	*	X02151	285362	3823036	4508966	685931	-	0	overlapStart	0	SUMF1
chr3	4534999	4535149	151	*	X02152	3708	4535032	4889524	354493	+	0	overlapStart	0	ITPR1
chr3	5163856	5164126	271	*	X02155	55207	5163930	5222601	58672	+	0	overlapStart	0	ARL8B
chr3	8543490	8543601	112	*	X02157	100288428	8235936	8543344	307409	-	145	upstream	145	LMCD1-AS1
chr3	8543490	8543601	112	*	X02157	29995	8543493	8609811	66319	+	0	overlapStart	0	LMCD1
chr3	8811109	8811190	82	*	X02159	5021	8792095	8811300	19206	-	0	inside	109	OXTR
chr3	8811268	8811279	12	*	X02160	5021	8792095	8811300	19206	-	0	inside	20	OXTR
chr3	9404583	9404924	342	*	X02161	25917	9404717	9428475	23759	+	0	overlapStart	0	THUMPD3
chr3	9691106	9691114	9	*	X02164	64419	9691117	9744078	52962	+	2	upstream	2	MTMR14
chr3	9773084	9773520	437	*	X02166	7862	9773434	9789699	16266	+	0	overlapStart	0	BRPF1
chr3	9834731	9834744	14	*	X02167	10474	9821648	9834695	13048	-	35	upstream	35	TADA3
chr3	9932192	9932216	25	*	X02168	84522	9932271	9936031	3761	+	54	upstream	54	JAGN1
chr3	9932247	9932494	248	*	X02169	84522	9932271	9936031	3761	+	0	overlapStart	0	JAGN1
chr3	9988336	9988410	75	*	X02170	100874032	9989088	9996471	7384	+	677	upstream	677	PRRT3-AS1
chr3	9989047	9989070	24	*	X02171	100874032	9989088	9996471	7384	+	17	upstream	17	PRRT3-AS1
chr3	9994016	9994029	14	*	X02172	285368	9987226	9994078	6853	-	0	inside	48	PRRT3
chr3	9994048	9994189	142	*	X02173	285368	9987226	9994078	6853	-	0	overlapStart	0	PRRT3
chr3	10028452	10028609	158	*	X02174	55831	10005636	10028522	22887	-	0	overlapStart	0	EMC3
chr3	10067934	10068207	274	*	X02175	152302	10055924	10067820	11897	-	113	upstream	113	CIDECP1
chr3	10067934	10068207	274	*	X02175	2177	10068113	10143614	75502	+	0	overlapStart	0	FANCD2
chr3	10067934	10068207	274	*	X02175	63924	9908394	10067820	159427	-	113	upstream	113	CIDEC
chr3	10183460	10183571	112	*	X02176	7428	10183319	10195354	12036	+	0	inside	140	VHL
chr3	10362637	10363013	377	*	X02177	6396	10342615	10362858	20244	-	0	overlapStart	0	SEC13
chr3	11761861	11762284	424	*	X02184	9686	11597544	11762220	164677	-	0	overlapStart	0	VGLL4
chr3	11888216	11888412	197	*	X02185	132001	11831919	11888352	56434	-	0	overlapStart	0	TAMM41
chr3	12525958	12525969	12	*	X02188	80746	12525931	12581122	55192	+	0	inside	26	TSEN2
chr3	12526057	12526158	102	*	X02189	80746	12525931	12581122	55192	+	0	inside	125	TSEN2
chr3	12598320	12598881	562	*	X02190	23609	12598513	12625210	26698	+	0	overlapStart	0	MKRN2
